Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2022-23,9918900,Treasury Board Secretariat,Operating Expense,"Centre for People, Culture and Talent Program","Centre for People, Culture and Talent",No Value,Other transactions,No Value
2022-23,-10203137,Treasury Board Secretariat,Operating Expense,"Centre for People, Culture and Talent Program","Centre for People, Culture and Talent",No Value,Recoveries,No Value
2022-23,52111064,Treasury Board Secretariat,Operating Expense,Central Agencies Cluster Program,Central Agencies Cluster,No Value,Salaries and wages,No Value
2022-23,7468077,Treasury Board Secretariat,Operating Expense,Central Agencies Cluster Program,Central Agencies Cluster,No Value,Employee benefits,No Value
2022-23,357046,Treasury Board Secretariat,Operating Expense,Central Agencies Cluster Program,Central Agencies Cluster,No Value,Transportation and communication,No Value
2022-23,62877087,Treasury Board Secretariat,Operating Expense,Central Agencies Cluster Program,Central Agencies Cluster,No Value,Services,No Value
2022-23,64564,Treasury Board Secretariat,Operating Expense,Central Agencies Cluster Program,Central Agencies Cluster,No Value,Supplies and equipment,No Value
2022-23,-81289614,Treasury Board Secretariat,Operating Expense,Central Agencies Cluster Program,Central Agencies Cluster,No Value,Recoveries,No Value
2022-23,4858039,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Chief Risk Officer Division,Salaries and wages,No Value
2022-23,692758,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Chief Risk Officer Division,Employee benefits,No Value
2022-23,38780,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Chief Risk Officer Division,Transportation and communication,No Value
2022-23,789813,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Chief Risk Officer Division,Services,No Value
2022-23,11634,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Chief Risk Officer Division,Supplies and equipment,No Value
2022-23,1000000,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Chief Risk Officer Division,Transfer payments,Grants in Support of Effective Financial and Risk Management Practices
2022-23,9516317,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Office of the Provincial Controller Division,Salaries and wages,No Value
2022-23,1302614,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Office of the Provincial Controller Division,Employee benefits,No Value
2022-23,67549,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Office of the Provincial Controller Division,Transportation and communication,No Value
2022-23,10659751,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Office of the Provincial Controller Division,Services,No Value
2022-23,45718,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Office of the Provincial Controller Division,Supplies and equipment,No Value
2022-23,24141752,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Ontario Internal Audit Division,Salaries and wages,No Value
2022-23,3240444,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Ontario Internal Audit Division,Employee benefits,No Value
2022-23,131563,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Ontario Internal Audit Division,Transportation and communication,No Value
2022-23,2237080,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Ontario Internal Audit Division,Services,No Value
2022-23,36070,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Ontario Internal Audit Division,Supplies and equipment,No Value
2022-23,-2176200,Treasury Board Secretariat,Operating Expense,Office of the Comptroller General,Office of the Comptroller General,Ontario Internal Audit Division,Recoveries,No Value
2022-23,303512,Treasury Board Secretariat,Operating Expense,Future State Modernization Program,FSM Transformation Office,No Value,Salaries and wages,No Value
2022-23,106746,Treasury Board Secretariat,Operating Expense,Future State Modernization Program,FSM Transformation Office,No Value,Employee benefits,No Value
2022-23,1560,Treasury Board Secretariat,Operating Expense,Future State Modernization Program,FSM Transformation Office,No Value,Transportation and communication,No Value
2022-23,178403,Treasury Board Secretariat,Operating Expense,Future State Modernization Program,FSM Transformation Office,No Value,Services,No Value
2022-23,15204322,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Salaries and wages,No Value
2022-23,3489585,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Employee benefits,No Value
2022-23,100415,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Transportation and communication,No Value
2022-23,3568818,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Services,No Value
2022-23,153752,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Supplies and equipment,No Value
2022-23,-15715,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Recoveries,No Value
2022-23,2197998,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Salaries and wages,No Value
2022-23,484489,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Employee benefits,No Value
2022-23,56066,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Transportation and communication,No Value
2022-23,669381,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Services,No Value
2022-23,28946,Office of the Assembly,Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Supplies and equipment,No Value
2022-23,2644777,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Salaries and wages,No Value
2022-23,492943,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Employee benefits,No Value
2022-23,25082,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Transportation and communication,No Value
2022-23,734417,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Services,No Value
2022-23,51900,Office of the Assembly,Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Supplies and equipment,No Value
2022-23,91219,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Transportation and communication,No Value
2022-23,185968,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Services,No Value
2022-23,22444,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Supplies and equipment,No Value
2022-23,895399,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Salaries and wages,No Value
2022-23,241494,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Employee benefits,No Value
2022-23,19376,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Transportation and communication,No Value
2022-23,78512,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Services,No Value
2022-23,30172,Office of the Assembly,Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Supplies and equipment,No Value
2022-23,8638811,Office of the Assembly,Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Salaries and wages,No Value
2022-23,2192376,Office of the Assembly,Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Employee benefits,No Value
2022-23,578845,Office of the Assembly,Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Transportation and communication,No Value
2022-23,1197757,Office of the Assembly,Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Services,No Value
2022-23,639169,Office of the Assembly,Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Supplies and equipment,No Value
2022-23,-120739,Office of the Assembly,Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Recoveries,No Value
2022-23,8522136,Office of the Assembly,Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Salaries and wages,No Value
2022-23,2136584,Office of the Assembly,Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Employee benefits,No Value
2022-23,53900,Office of the Assembly,Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Transportation and communication,No Value
