Year,Amount ($),Ministry Name (Level 1),"Expenditure Category (Operating / Capital)
(Level 2)","Program Name
(Level 3)","Activity / Item
(Level 4)","Sub-Item 
(Level 5)",Standard Account (Expense/Asset Name) (Level 6),"Account Details (Expense/Asset Details) 
(Level 7)"
2016-17,"33,484",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Freedom of Information and Privacy,Services,
2016-17,"66,207",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Freedom of Information and Privacy,Employee benefits,
2016-17,"368,412",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Freedom of Information and Privacy,Salaries and wages,
2016-17,"-106,374",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,French Language Services,Recoveries,
2016-17,"19,097",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,French Language Services,Supplies and equipment,
2016-17,"51,885",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,French Language Services,Transportation and communication,
2016-17,"88,506",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,French Language Services,Employee benefits,
2016-17,"215,672",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,French Language Services,Services,
2016-17,"657,320",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,French Language Services,Salaries and wages,
2016-17,"11,973",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,
2016-17,"101,846",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,
2016-17,"285,520",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,
2016-17,"481,658",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,
2016-17,"3,612,718",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,
2016-17,"23,925",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,
2016-17,"93,905",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,
2016-17,"281,963",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,
2016-17,"394,652",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,
2016-17,"2,542,793",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,
2016-17,"100,000",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Modernization Division,,Transfer Payments,Innovation Projects
2016-17,"150,696",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Modernization Division,,Supplies and equipment,
2016-17,"211,738",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Modernization Division,,Transportation and communication,
2016-17,"775,516",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Modernization Division,,Employee benefits,
2016-17,"5,546,586",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Modernization Division,,Services,
2016-17,"5,996,156",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Modernization Division,,Salaries and wages,
2016-17,"16,667",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2016-17,"49,301",Ministry Of The Attorney General,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Minister's Salary, the Executive Council Act"
2016-17,"48,243",Ministry Of Community Safety And Correctional Services,Operating Expense,Public Safety Division,Public Safety Division – Office of the Assistant Deputy Minister,,Employee benefits,
2016-17,"353,425",Ministry Of Community Safety And Correctional Services,Operating Expense,Public Safety Division,Public Safety Division – Office of the Assistant Deputy Minister,,Salaries and wages,
2016-17,"67,696",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Chief Firearms Office,,Supplies and equipment,
2016-17,"98,025",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Chief Firearms Office,,Transportation and communication,
2016-17,"340,034",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Chief Firearms Office,,Employee benefits,
2016-17,"2,253,872",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Chief Firearms Office,,Services,
2016-17,"3,677,146",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Chief Firearms Office,,Salaries and wages,
2016-17,"-1,202,324",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Corporate and Strategic Services,,Recoveries,
2016-17,"11,261,709",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Corporate and Strategic Services,,Employee benefits,
2016-17,"16,266,092",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Corporate and Strategic Services,,Transportation and communication,
2016-17,"18,077,830",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Corporate and Strategic Services,,Supplies and equipment,
2016-17,"31,286,705",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Corporate and Strategic Services,,Services,
2016-17,"117,883,879",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Corporate and Strategic Services,,Salaries and wages,
2016-17,"-31,697,789",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Field and Traffic Services,,Recoveries,
2016-17,"6,252,277",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Field and Traffic Services,,Transportation and communication,
2016-17,"6,716,907",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Field and Traffic Services,,Supplies and equipment,
2016-17,"21,626,156",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Field and Traffic Services,,Services,
2016-17,"103,197,882",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Field and Traffic Services,,Employee benefits,
2016-17,"622,416,600",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Field and Traffic Services,,Salaries and wages,
2016-17,"-2,784,142",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Fleet Management,,Recoveries,
2016-17,"51,949",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Fleet Management,,Transportation and communication,
2016-17,"21,672,916",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Fleet Management,,Services,
2016-17,"45,609,668",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Fleet Management,,Supplies and equipment,
2016-17,"-3,115,697",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Investigations and Organized Crime,,Recoveries,
2016-17,"3,119,106",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Investigations and Organized Crime,,Supplies and equipment,
2016-17,"4,793,516",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Investigations and Organized Crime,,Transportation and communication,
2016-17,"6,649,957",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Investigations and Organized Crime,,Employee benefits,
2016-17,"10,286,518",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Investigations and Organized Crime,,Services,
2016-17,"97,726,240",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Investigations and Organized Crime,,Salaries and wages,
2016-17,"633,383",Ministry Of Community Safety And Correctional Services,Operating Expense,Ontario Provincial Police,Statutory Appropriations,,Other transactions,Payments under the Police Services Act
2016-17,"23,912",Ministry Of Community Safety And Correctional Services,Operating Expense,Policy And Strategic Planning Division,Policy and Strategic Planning Division,,Supplies and equipment,
2016-17,"53,842",Ministry Of Community Safety And Correctional Services,Operating Expense,Policy And Strategic Planning Division,Policy and Strategic Planning Division,,Transportation and communication,
2016-17,"420,195",Ministry Of Community Safety And Correctional Services,Operating Expense,Policy And Strategic Planning Division,Policy and Strategic Planning Division,,Employee benefits,
2016-17,"482,211",Ministry Of Community Safety And Correctional Services,Operating Expense,Policy And Strategic Planning Division,Policy and Strategic Planning Division,,Services,
2016-17,"3,041,894",Ministry Of Community Safety And Correctional Services,Operating Expense,Policy And Strategic Planning Division,Policy and Strategic Planning Division,,Salaries and wages,
2016-17,"1,700",Ministry Of Community Safety And Correctional Services,Operating Expense,Public Safety Training,Public Safety Training,Business Support,Supplies and equipment,
2016-17,"6,054",Ministry Of Community Safety And Correctional Services,Operating Expense,Public Safety Training,Public Safety Training,Business Support,Services,
2016-17,"23,528",Ministry Of Community Safety And Correctional Services,Operating Expense,Public Safety Training,Public Safety Training,Business Support,Transportation and communication,
