Year,Amount $,Ministry Name (Level 1),Expenditure Category (Operating / Capital)(Level 2),Program Name (Level 3),Activity / Item (Level 4),Sub Item (Level 5),Standard Account (Expense/Asset Name) (Level 6),Account Details (Expense/Asset Details) (Level 7)
2017-18,"1,658,914","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Financial Accountability Officer,No Value,Salaries and wages,No Value
2017-18,"60,027","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the French Language Services Commissioner,No Value,Supplies and equipment,No Value
2017-18,"683,607","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the French Language Services Commissioner,No Value,Services,No Value
2017-18,"78,562","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the French Language Services Commissioner,No Value,Transportation and communication,No Value
2017-18,"312,311","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the French Language Services Commissioner,No Value,Employee benefits,No Value
2017-18,"1,419,204","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the French Language Services Commissioner,No Value,Salaries and wages,No Value
2017-18,"447,368","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Provincial Advocate for Children and Youth,No Value,Supplies and equipment,No Value
2017-18,"3,019,524","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Provincial Advocate for Children and Youth,No Value,Services,No Value
2017-18,"1,074,878","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Provincial Advocate for Children and Youth,No Value,Transportation and communication,No Value
2017-18,"1,135,752","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Provincial Advocate for Children and Youth,No Value,Employee benefits,No Value
2017-18,"5,839,783","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Provincial Advocate for Children and Youth,No Value,Salaries and wages,No Value
2017-18,"47,583","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Supplies and equipment,No Value
2017-18,"514,852","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Services,No Value
2017-18,"57,047","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Transportation and communication,No Value
2017-18,"338,117","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Employee benefits,No Value
2017-18,"1,550,370","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Integrity Commissioner,No Value,Salaries and wages,No Value
2017-18,"772,372","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Supplies and equipment,No Value
2017-18,"3,532,565","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Services,No Value
2017-18,"190,399","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Transportation and communication,No Value
2017-18,"2,267,209","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Employee benefits,No Value
2017-18,"11,463,811","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Office of the Information and Privacy Commissioner,No Value,Salaries and wages,No Value
2017-18,"95,253","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Environmental Commissioner,No Value,Supplies and equipment,No Value
2017-18,"866,464","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Environmental Commissioner,No Value,Services,No Value
2017-18,"87,706","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Environmental Commissioner,No Value,Transportation and communication,No Value
2017-18,"448,684","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Environmental Commissioner,No Value,Employee benefits,No Value
2017-18,"2,292,675","Assembly, Office of the",Operating Expense,Commission(er)'s Program,Environmental Commissioner,No Value,Salaries and wages,No Value
2017-18,"59,048","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Facility Upgrades,No Value,Supplies and equipment,No Value
2017-18,"1,896,620","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Facility Upgrades,No Value,Services,No Value
2017-18,"277,730","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Ontario Legislative Internship Program,No Value,Transfer payments,Ontario Legislative Internship Program
2017-18,"2,607,697","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Supplies and equipment,No Value
2017-18,"8,987,631","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Services,No Value
2017-18,"2,917,907","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Transportation and communication,No Value
2017-18,"4,648,581","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Employee benefits,No Value
2017-18,"21,041,819","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Members' Office Support Services,No Value,Salaries and wages,No Value
2017-18,"6,575","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Salaries and wages,No Value
2017-18,"1,153","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Employee benefits,No Value
2017-18,"45,964","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Transportation and communication,No Value
2017-18,"182,759","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Services,No Value
2017-18,"19,073","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Speaker,No Value,Supplies and equipment,No Value
2017-18,"488,528","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Salaries and wages,No Value
2017-18,"83,585","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Employee benefits,No Value
2017-18,"11,201","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Transportation and communication,No Value
2017-18,"172,563","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Services,No Value
2017-18,"14,137","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Office of the Clerk,No Value,Supplies and equipment,No Value
2017-18,"7,671,336","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Salaries and wages,No Value
2017-18,"1,546,283","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Employee benefits,No Value
2017-18,"553,083","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Transportation and communication,No Value
2017-18,"1,747,140","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Services,No Value
2017-18,"428,267","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Supplies and equipment,No Value
2017-18,"-161,688","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Legislative Services,No Value,Recoveries,No Value
2017-18,"7,241,417","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Salaries and wages,No Value
2017-18,"1,527,343","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Employee benefits,No Value
2017-18,"112,396","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Transportation and communication,No Value
2017-18,"1,146,181","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Services,No Value
2017-18,"632,015","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Supplies and equipment,No Value
2017-18,-466,"Assembly, Office of the",Operating Expense,Office of the Assembly Program,Information and Technology Services,No Value,Recoveries,No Value
2017-18,"4,258,842","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Administrative Services,No Value,Salaries and wages,No Value
2017-18,"1,032,556","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Administrative Services,No Value,Employee benefits,No Value
2017-18,"545,815","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Administrative Services,No Value,Transportation and communication,No Value
2017-18,"543,724","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Administrative Services,No Value,Services,No Value
2017-18,"189,064","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Administrative Services,No Value,Supplies and equipment,No Value
2017-18,"-127,977","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Administrative Services,No Value,Recoveries,No Value
2017-18,"7,825,700","Assembly, Office of the",Operating Expense,Office of the Assembly Program,Sergeant at Arms and Precinct Properties,No Value,Salaries and wages,No Value
