Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2023-24,841039,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2023-24,29358,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2023-24,871558,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2023-24,6633,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2023-24,165067,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Salaries and wages,No Value
2023-24,21903,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2023-24,8705066,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2023-24,31568,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2023-24,1597985,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Salaries and wages,No Value
2023-24,223965,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Employee benefits,No Value
2023-24,26878,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Transportation and communication,No Value
2023-24,43361967,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Services,No Value
2023-24,1731,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Supplies and equipment,No Value
2023-24,71679,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,33334,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2023-24,1451,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2023-24,21425907,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Salaries and wages,No Value
2023-24,2776669,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Employee benefits,No Value
2023-24,72211,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Transportation and communication,No Value
2023-24,2681362,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Services,No Value
2023-24,15279,"Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Supplies and equipment,No Value
2023-24,181039485,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Salaries and wages,No Value
2023-24,31706889,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Employee benefits,No Value
2023-24,9231113,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transportation and communication,No Value
2023-24,39992044,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Services,No Value
2023-24,1024093,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Supplies and equipment,No Value
2023-24,5865996541,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Disability Support Program - Financial Assistance
2023-24,13944594,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Disability Support Program - Employment Assistance
2023-24,2891435936,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Works - Financial Assistance
2023-24,165553509,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Works - Employment Assistance
2023-24,1202994043,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Drug Benefit Plan
2023-24,30371467,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Salaries and wages,No Value
2023-24,5089024,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Employee benefits,No Value
2023-24,1183755,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Transportation and communication,No Value
2023-24,10381558,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Services,No Value
2023-24,121744,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Supplies and equipment,No Value
2023-24,66291565,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2023-24,13714910,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Salaries and wages,No Value
2023-24,1889311,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Employee benefits,No Value
2023-24,319991,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transportation and communication,No Value
2023-24,8320187,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Services,No Value
2023-24,18079,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Supplies and equipment,No Value
2023-24,93210632,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transfer payments,Child Welfare - Community and Prevention Supports
2023-24,98296230,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transfer payments,Child Welfare - Indigenous Community and Prevention Supports
2023-24,1680897997,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transfer payments,Child Protection Services
2023-24,104775990,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Salaries and wages,No Value
2023-24,22525090,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Employee benefits,No Value
2023-24,1587160,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Transportation and communication,No Value
2023-24,16860381,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Services,No Value
2023-24,4007198,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Supplies and equipment,No Value
2023-24,126279743,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Transfer payments,Youth Justice Services
2023-24,10074965,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Salaries and wages,No Value
2023-24,1419622,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Employee benefits,No Value
