Year,Amount $,Ministry name,Expenditure category (Operating / Capital),Program name,Activity / Item,Sub item,Standard account (Expense/Asset name),Account details (Expense/Asset details)
2020-21,"186,456",Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2020-21,"49,301",Attorney General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2020-21,"23,161",Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2020-21,"16,667",Attorney General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"13,352",Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2020-21,"6,361",Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation - Lease Costs,Transportation and communication,No Value
2020-21,"1,816",Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2020-21,"-80,000",Attorney General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Recoveries,No Value
2020-21,"1,831,556",Attorney General,Capital Expense,"Policy, Justice Programs and Agencies Program",Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2020-21,"353,628,511",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Legal Aid Ontario,No Value,Transfer payments,Legal Aid Ontario
2020-21,"60,716,019",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Alcohol and Gaming Commission of Ontario,Salaries and wages,No Value
2020-21,"55,913,912",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Salaries and wages,No Value
2020-21,"16,967,922",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Services,No Value
2020-21,"16,830,615",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Indigenous Justice Projects
2020-21,"14,981,727",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Alcohol and Gaming Commission of Ontario,Employee benefits,No Value
2020-21,"12,863,168",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Transfer payments,Compensation to Victims of Crime
2020-21,"12,369,692",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Bail Verification and Supervision,Transfer payments,Bail Verification and Supervision
2020-21,"12,060,982",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Alcohol and Gaming Commission of Ontario,Services,No Value
2020-21,"11,728,243",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Indigenous Victims’ Services 
2020-21,"8,173,465",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Employee benefits,No Value
2020-21,"6,795,302",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Salaries and wages,No Value
2020-21,"5,682,864",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Salaries and wages,No Value
2020-21,"5,236,200",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Human Rights Legal Support Centre,Transfer payments,Human Rights Legal Support Centre
2020-21,"4,738,128",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Office of the Independent Police Review Director,Salaries and wages,No Value
2020-21,"4,393,026",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Ontario Indigenous Courtwork Program
2020-21,"4,164,401",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Salaries and wages,No Value
2020-21,"3,159,897",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Salaries and wages,No Value
2020-21,"2,566,762",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Salaries and wages,No Value
2020-21,"1,582,358",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Transportation and communication,No Value
2020-21,"1,114,837",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Alcohol and Gaming Commission of Ontario,Transportation and communication,No Value
2020-21,"1,080,104",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Statutory Appropriations,No Value,Other transactions,Hearings under the Police Services Act
2020-21,"1,026,708",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Services,No Value
2020-21,"930,890",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Services,No Value
2020-21,"827,487",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Employee benefits,No Value
2020-21,"797,766",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Services,No Value
2020-21,"676,751",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Office of the Independent Police Review Director,Employee benefits,No Value
2020-21,"668,609",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Employee benefits,No Value
2020-21,"559,845",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Office of the Independent Police Review Director,Services,No Value
2020-21,"505,040",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Alcohol and Gaming Commission of Ontario,Supplies and equipment,No Value
2020-21,"491,863",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Employee benefits,No Value
2020-21,"447,767",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Tribunals Ontario,Supplies and equipment,No Value
2020-21,"439,698",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Employee benefits,No Value
2020-21,"423,776",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Services,No Value
2020-21,"365,342",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Employee benefits,No Value
2020-21,"323,031",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Services,No Value
2020-21,"200,001",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Transportation and communication,No Value
2020-21,"90,000",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transfer payments,Jury Roll
2020-21,"83,898",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Ontario Human Rights Commission,Transportation and communication,No Value
2020-21,"82,248",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Special Investigations Unit,Supplies and equipment,No Value
2020-21,"68,247",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Supplies and equipment,No Value
2020-21,"68,234",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2020-21,"39,229",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Transportation and communication,No Value
2020-21,"32,800",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Policy,No Value,Transportation and communication,No Value
2020-21,"31,707",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Indigenous Justice Division,No Value,Supplies and equipment,No Value
2020-21,"30,330",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Agency Relations/Program Management,Transportation and communication,No Value
2020-21,"27,077",Attorney General,Operating Expense,"Policy, Justice Programs and Agencies Program",Agency and Tribunal Relations,Office of the Independent Police Review Director,Transportation and communication,No Value
